text,id
AU,211
BA,212
BHA,213
CAA,214
CHA,215
DA,216
DAW,217
DHA,218
E,219
FA,220
GA,221
GHA,223
HA,224
JA,225
JHA,226
KA,227
KHA,228
LA,229
MA,230
NA,231
PA,232
RA,233
SA,234
SHA,235
TA,236
TAW,237
THA,238
U,239
WUA,240
ZA,241
